철도역명,구분,노선_열차종류,행정동코드_500m,행정동명_500m,행정동코드_1000m,행정동명_1000m,행정동코드명_500m,행정동코드명_1000m,대표ID
모란역,지하철,수인분당선,"[4113157000, 4113158000, 4113351000, 4113366000]","[경기도 성남시수정구 수진1동, 경기도 성남시수정구 수진2동, 경기도 성남시중원구 성남동, 경기도 성남시중원구 하대원동]","[4113151000, 4113154000, 4113156000, 4113157000, 4113158000, 4113351000, 4113366000, 4113367000]","[경기도 성남시수정구 수진1동, 경기도 성남시수정구 수진2동, 경기도 성남시수정구 신흥1동, 경기도 성남시수정구 태평1동, 경기도 성남시수정구 태평3동, 경기도 성남시중원구 도촌동, 경기도 성남시중원구 성남동, 경기도 성남시중원구 하대원동]","[4113157000:경기도 성남시수정구 수진1동, 4113158000:경기도 성남시수정구 수진2동, 4113351000:경기도 성남시중원구 성남동, 4113366000:경기도 성남시중원구 하대원동]","[4113151000:경기도 성남시수정구 신흥1동, 4113154000:경기도 성남시수정구 태평1동, 4113156000:경기도 성남시수정구 태평3동, 4113157000:경기도 성남시수정구 수진1동, 4113158000:경기도 성남시수정구 수진2동, 4113351000:경기도 성남시중원구 성남동, 4113366000:경기도 성남시중원구 하대원동, 4113367000:경기도 성남시중원구 도촌동]",ST000325
모래내시장역,지하철,인천2호선,"[2820051000, 2820052000, 2820052200, 2820058200]","[인천광역시 남동구 구월1동, 인천광역시 남동구 구월2동, 인천광역시 남동구 구월4동, 인천광역시 남동구 만수5동]","[2820051000, 2820052000, 2820052200, 2820053000, 2820054000, 2820055000, 2820056000, 2820057000, 2820058000, 2820058100, 2820058200]","[인천광역시 남동구 간석1동, 인천광역시 남동구 간석2동, 인천광역시 남동구 간석3동, 인천광역시 남동구 구월1동, 인천광역시 남동구 구월2동, 인천광역시 남동구 구월4동, 인천광역시 남동구 만수1동, 인천광역시 남동구 만수2동, 인천광역시 남동구 만수3동, 인천광역시 남동구 만수4동, 인천광역시 남동구 만수5동]","[2820051000:인천광역시 남동구 구월1동, 2820052000:인천광역시 남동구 구월2동, 2820052200:인천광역시 남동구 구월4동, 2820058200:인천광역시 남동구 만수5동]","[2820051000:인천광역시 남동구 구월1동, 2820052000:인천광역시 남동구 구월2동, 2820052200:인천광역시 남동구 구월4동, 2820053000:인천광역시 남동구 간석1동, 2820054000:인천광역시 남동구 간석2동, 2820055000:인천광역시 남동구 간석3동, 2820056000:인천광역시 남동구 만수1동, 2820057000:인천광역시 남동구 만수2동, 2820058000:인천광역시 남동구 만수3동, 2820058100:인천광역시 남동구 만수4동, 2820058200:인천광역시 남동구 만수5동]",ST000089
목동역,지하철,5호선,"[1147051000, 1147054000, 1147062000, 1147065000, 1147067000, 1150057000]","[서울특별시 강서구 화곡4동, 서울특별시 양천구 목1동, 서울특별시 양천구 목4동, 서울특별시 양천구 신정1동, 서울특별시 양천구 신정4동, 서울특별시 양천구 신정6동]","[1147051000, 1147054000, 1147055000, 1147062000, 1147063000, 1147065000, 1147067000, 1150055000, 1150057000]","[서울특별시 강서구 화곡2동, 서울특별시 강서구 화곡4동, 서울특별시 양천구 목1동, 서울특별시 양천구 목4동, 서울특별시 양천구 목5동, 서울특별시 양천구 신정1동, 서울특별시 양천구 신정2동, 서울특별시 양천구 신정4동, 서울특별시 양천구 신정6동]","[1147051000:서울특별시 양천구 목1동, 1147054000:서울특별시 양천구 목4동, 1147062000:서울특별시 양천구 신정1동, 1147065000:서울특별시 양천구 신정4동, 1147067000:서울특별시 양천구 신정6동, 1150057000:서울특별시 강서구 화곡4동]","[1147051000:서울특별시 양천구 목1동, 1147054000:서울특별시 양천구 목4동, 1147055000:서울특별시 양천구 목5동, 1147062000:서울특별시 양천구 신정1동, 1147063000:서울특별시 양천구 신정2동, 1147065000:서울특별시 양천구 신정4동, 1147067000:서울특별시 양천구 신정6동, 1150055000:서울특별시 강서구 화곡2동, 1150057000:서울특별시 강서구 화곡4동]",ST000207
몽촌토성역,지하철,8호선,"[1171056200, 1171056600, 1171069000]","[서울특별시 송파구 방이2동, 서울특별시 송파구 오륜동, 서울특별시 송파구 잠실4동]","[1171052000, 1171056100, 1171056200, 1171056600, 1171058000, 1171069000, 1171071000]","[서울특별시 송파구 방이1동, 서울특별시 송파구 방이2동, 서울특별시 송파구 송파1동, 서울특별시 송파구 오륜동, 서울특별시 송파구 잠실4동, 서울특별시 송파구 잠실6동, 서울특별시 송파구 풍납2동]","[1171056200:서울특별시 송파구 방이2동, 1171056600:서울특별시 송파구 오륜동, 1171069000:서울특별시 송파구 잠실4동]","[1171052000:서울특별시 송파구 풍납2동, 1171056100:서울특별시 송파구 방이1동, 1171056200:서울특별시 송파구 방이2동, 1171056600:서울특별시 송파구 오륜동, 1171058000:서울특별시 송파구 송파1동, 1171069000:서울특별시 송파구 잠실4동, 1171071000:서울특별시 송파구 잠실6동]",ST000312
무악재역,지하철,3호선,"[1141062000, 1141065500]","[서울특별시 서대문구 홍제1동, 서울특별시 서대문구 홍제2동]","[1111051500, 1111055000, 1111057000, 1141052000, 1141058500, 1141061500, 1141062000, 1141064000, 1141065500]","[서울특별시 서대문구 신촌동, 서울특별시 서대문구 연희동, 서울특별시 서대문구 천연동, 서울특별시 서대문구 홍제1동, 서울특별시 서대문구 홍제2동, 서울특별시 서대문구 홍제3동, 서울특별시 종로구 무악동, 서울특별시 종로구 부암동, 서울특별시 종로구 청운효자동]","[1141062000:서울특별시 서대문구 홍제1동, 1141065500:서울특별시 서대문구 홍제2동]","[1111051500:서울특별시 종로구 청운효자동, 1111055000:서울특별시 종로구 부암동, 1111057000:서울특별시 종로구 무악동, 1141052000:서울특별시 서대문구 천연동, 1141058500:서울특별시 서대문구 신촌동, 1141061500:서울특별시 서대문구 연희동, 1141062000:서울특별시 서대문구 홍제1동, 1141064000:서울특별시 서대문구 홍제3동, 1141065500:서울특별시 서대문구 홍제2동]",ST000157
문래역,지하철,2호선,"[1156055000, 1156060500, 1156061000]","[서울특별시 영등포구 당산1동, 서울특별시 영등포구 문래동, 서울특별시 영등포구 양평1동]","[1153051000, 1156051500, 1156053500, 1156055000, 1156058500, 1156060500, 1156061000]","[서울특별시 구로구 신도림동, 서울특별시 영등포구 당산1동, 서울특별시 영등포구 도림동, 서울특별시 영등포구 문래동, 서울특별시 영등포구 양평1동, 서울특별시 영등포구 영등포동, 서울특별시 영등포구 영등포본동]","[1156055000:서울특별시 영등포구 당산1동, 1156060500:서울특별시 영등포구 문래동, 1156061000:서울특별시 영등포구 양평1동]","[1153051000:서울특별시 구로구 신도림동, 1156051500:서울특별시 영등포구 영등포본동, 1156053500:서울특별시 영등포구 영등포동, 1156055000:서울특별시 영등포구 당산1동, 1156058500:서울특별시 영등포구 도림동, 1156060500:서울특별시 영등포구 문래동, 1156061000:서울특별시 영등포구 양평1동]",ST000136
문산역,지하철,경의중앙선,"[4148025000, 4148025300]","[경기도 파주시 문산읍, 경기도 파주시 파주읍]","[4148025000, 4148025300]","[경기도 파주시 문산읍, 경기도 파주시 파주읍]","[4148025000:경기도 파주시 문산읍, 4148025300:경기도 파주시 파주읍]","[4148025000:경기도 파주시 문산읍, 4148025300:경기도 파주시 파주읍]",ST000608
문정역,지하철,8호선,"[1171062000, 1171064100, 1171064200, 1171064600]","[서울특별시 송파구 가락본동, 서울특별시 송파구 문정1동, 서울특별시 송파구 문정2동, 서울특별시 송파구 장지동]","[1168075000, 1171062000, 1171063100, 1171063200, 1171064100, 1171064200, 1171064600]","[서울특별시 강남구 수서동, 서울특별시 송파구 가락1동, 서울특별시 송파구 가락2동, 서울특별시 송파구 가락본동, 서울특별시 송파구 문정1동, 서울특별시 송파구 문정2동, 서울특별시 송파구 장지동]","[1171062000:서울특별시 송파구 가락본동, 1171064100:서울특별시 송파구 문정1동, 1171064200:서울특별시 송파구 문정2동, 1171064600:서울특별시 송파구 장지동]","[1168075000:서울특별시 강남구 수서동, 1171062000:서울특별시 송파구 가락본동, 1171063100:서울특별시 송파구 가락1동, 1171063200:서울특별시 송파구 가락2동, 1171064100:서울특별시 송파구 문정1동, 1171064200:서울특별시 송파구 문정2동, 1171064600:서울특별시 송파구 장지동]",ST000316
문학경기장역,지하철,인천1호선,"[2817073500, 2817074000, 2818575000]","[인천광역시 남구 관교동, 인천광역시 남구 문학동, 인천광역시 연수구 선학동]","[2817073500, 2817074000, 2818575000, 2820051000, 2820052100, 2820066000]","[인천광역시 남구 관교동, 인천광역시 남구 문학동, 인천광역시 남동구 구월1동, 인천광역시 남동구 구월3동, 인천광역시 남동구 남촌도림동, 인천광역시 연수구 선학동]","[2817073500:인천광역시 남구 관교동, 2817074000:인천광역시 남구 문학동, 2818575000:인천광역시 연수구 선학동]","[2817073500:인천광역시 남구 관교동, 2817074000:인천광역시 남구 문학동, 2818575000:인천광역시 연수구 선학동, 2820051000:인천광역시 남동구 구월1동, 2820052100:인천광역시 남동구 구월3동, 2820066000:인천광역시 남동구 남촌도림동]",ST000057
미금역,지하철,수인분당선,"[4113566200, 4113566500]","[경기도 성남시분당구 구미1동, 경기도 성남시분당구 금곡동]","[4113554500, 4113555000, 4113557000, 4113566200, 4113566500, 4113567000]","[경기도 성남시분당구 구미1동, 경기도 성남시분당구 구미동, 경기도 성남시분당구 금곡동, 경기도 성남시분당구 정자1동, 경기도 성남시분당구 정자3동, 경기도 성남시분당구 정자동]","[4113566200:경기도 성남시분당구 금곡동, 4113566500:경기도 성남시분당구 구미1동]","[4113554500:경기도 성남시분당구 정자동, 4113555000:경기도 성남시분당구 정자1동, 4113557000:경기도 성남시분당구 정자3동, 4113566200:경기도 성남시분당구 금곡동, 4113566500:경기도 성남시분당구 구미1동, 4113567000:경기도 성남시분당구 구미동]",ST000341
미금역,지하철,신분당선,"[4113566200, 4113566500]","[경기도 성남시분당구 구미1동, 경기도 성남시분당구 금곡동]","[4113554500, 4113555000, 4113557000, 4113566200, 4113566500, 4113567000]","[경기도 성남시분당구 구미1동, 경기도 성남시분당구 구미동, 경기도 성남시분당구 금곡동, 경기도 성남시분당구 정자1동, 경기도 성남시분당구 정자3동, 경기도 성남시분당구 정자동]","[4113566200:경기도 성남시분당구 금곡동, 4113566500:경기도 성남시분당구 구미1동]","[4113554500:경기도 성남시분당구 정자동, 4113555000:경기도 성남시분당구 정자1동, 4113557000:경기도 성남시분당구 정자3동, 4113566200:경기도 성남시분당구 금곡동, 4113566500:경기도 성남시분당구 구미1동, 4113567000:경기도 성남시분당구 구미동]",ST000341
미사역,지하철,5호선,"[4145057000, 4145061000]","[경기도 하남시 미사1동, 경기도 하남시 풍산동]","[4145056000, 4145057000, 4145061000, 4145062000]","[경기도 하남시 덕풍3동, 경기도 하남시 미사1동, 경기도 하남시 미사2동, 경기도 하남시 풍산동]","[4145057000:경기도 하남시 풍산동, 4145061000:경기도 하남시 미사1동]","[4145056000:경기도 하남시 덕풍3동, 4145057000:경기도 하남시 풍산동, 4145061000:경기도 하남시 미사1동, 4145062000:경기도 하남시 미사2동]",ST000241
미아사거리역,지하철,4호선,"[1129068500, 1129071500, 1130554500, 1130555500]","[서울특별시 강북구 송중동, 서울특별시 강북구 송천동, 서울특별시 성북구 길음2동, 서울특별시 성북구 월곡1동]","[1129066000, 1129068500, 1129071500, 1129076000, 1130554500, 1130555500, 1130557500, 1130560000, 1130560600]","[서울특별시 강북구 번2동, 서울특별시 강북구 번3동, 서울특별시 강북구 삼각산동, 서울특별시 강북구 송중동, 서울특별시 강북구 송천동, 서울특별시 성북구 길음1동, 서울특별시 성북구 길음2동, 서울특별시 성북구 월곡1동, 서울특별시 성북구 장위1동]","[1129068500:서울특별시 성북구 길음2동, 1129071500:서울특별시 성북구 월곡1동, 1130554500:서울특별시 강북구 송중동, 1130555500:서울특별시 강북구 송천동]","[1129066000:서울특별시 성북구 길음1동, 1129068500:서울특별시 성북구 길음2동, 1129071500:서울특별시 성북구 월곡1동, 1129076000:서울특별시 성북구 장위1동, 1130554500:서울특별시 강북구 송중동, 1130555500:서울특별시 강북구 송천동, 1130557500:서울특별시 강북구 삼각산동, 1130560000:서울특별시 강북구 번2동, 1130560600:서울특별시 강북구 번3동]",ST000187
미아역,지하철,4호선,"[1130553400, 1130553500, 1130554500, 1130555500]","[서울특별시 강북구 미아동, 서울특별시 강북구 삼양동, 서울특별시 강북구 송중동, 서울특별시 강북구 송천동]","[1130553400, 1130553500, 1130554500, 1130555500, 1130557500, 1130559000, 1130560000, 1130560600, 1130561000, 1130566000]","[서울특별시 강북구 미아동, 서울특별시 강북구 번1동, 서울특별시 강북구 번2동, 서울특별시 강북구 번3동, 서울특별시 강북구 삼각산동, 서울특별시 강북구 삼양동, 서울특별시 강북구 송중동, 서울특별시 강북구 송천동, 서울특별시 강북구 수유1동, 서울특별시 강북구 인수동]","[1130553400:서울특별시 강북구 삼양동, 1130553500:서울특별시 강북구 미아동, 1130554500:서울특별시 강북구 송중동, 1130555500:서울특별시 강북구 송천동]","[1130553400:서울특별시 강북구 삼양동, 1130553500:서울특별시 강북구 미아동, 1130554500:서울특별시 강북구 송중동, 1130555500:서울특별시 강북구 송천동, 1130557500:서울특별시 강북구 삼각산동, 1130559000:서울특별시 강북구 번1동, 1130560000:서울특별시 강북구 번2동, 1130560600:서울특별시 강북구 번3동, 1130561000:서울특별시 강북구 수유1동, 1130566000:서울특별시 강북구 인수동]",ST000186
박촌역,지하철,인천1호선,"[2824571000, 2824572000]","[인천광역시 계양구 계양1동, 인천광역시 계양구 계양2동]","[2824571000, 2824572000, 2824573000]","[인천광역시 계양구 계양1동, 인천광역시 계양구 계양2동, 인천광역시 계양구 계양3동]","[2824571000:인천광역시 계양구 계양1동, 2824572000:인천광역시 계양구 계양2동]","[2824571000:인천광역시 계양구 계양1동, 2824572000:인천광역시 계양구 계양2동, 2824573000:인천광역시 계양구 계양3동]",ST000045
반월역,지하철,4호선,[4127160000],[경기도 안산시상록구 반월동],"[4127160000, 4141061000]","[경기도 군포시 대야동, 경기도 안산시상록구 반월동]",[4127160000:경기도 안산시상록구 반월동],"[4127160000:경기도 안산시상록구 반월동, 4141061000:경기도 군포시 대야동]",ST000533
반월역,지하철,안산과천선,[4127160000],[경기도 안산시상록구 반월동],"[4127160000, 4141061000]","[경기도 군포시 대야동, 경기도 안산시상록구 반월동]",[4127160000:경기도 안산시상록구 반월동],"[4127160000:경기도 안산시상록구 반월동, 4141061000:경기도 군포시 대야동]",ST000533
반월역,지하철,안산선,[4127160000],[경기도 안산시상록구 반월동],"[4127160000, 4141061000]","[경기도 군포시 대야동, 경기도 안산시상록구 반월동]",[4127160000:경기도 안산시상록구 반월동],"[4127160000:경기도 안산시상록구 반월동, 4141061000:경기도 군포시 대야동]",ST000533
반포역,지하철,7호선,"[1165054000, 1165056000, 1165058000, 1165058100]","[서울특별시 서초구 반포1동, 서울특별시 서초구 반포3동, 서울특별시 서초구 반포4동, 서울특별시 서초구 잠원동]","[1165053100, 1165054000, 1165056000, 1165057000, 1165058000, 1165058100, 1168052100]","[서울특별시 강남구 논현1동, 서울특별시 서초구 반포1동, 서울특별시 서초구 반포2동, 서울특별시 서초구 반포3동, 서울특별시 서초구 반포4동, 서울특별시 서초구 서초4동, 서울특별시 서초구 잠원동]","[1165054000:서울특별시 서초구 잠원동, 1165056000:서울특별시 서초구 반포1동, 1165058000:서울특별시 서초구 반포3동, 1165058100:서울특별시 서초구 반포4동]","[1165053100:서울특별시 서초구 서초4동, 1165054000:서울특별시 서초구 잠원동, 1165056000:서울특별시 서초구 반포1동, 1165057000:서울특별시 서초구 반포2동, 1165058000:서울특별시 서초구 반포3동, 1165058100:서울특별시 서초구 반포4동, 1168052100:서울특별시 강남구 논현1동]",ST000295
발곡역,지하철,의정부,"[4115053000, 4115054500, 4115055500, 4115056100, 4115056700]","[경기도 의정부시 신곡1동, 경기도 의정부시 의정부3동, 경기도 의정부시 장암동, 경기도 의정부시 호원1동, 경기도 의정부시 호원2동]","[4115052000, 4115053000, 4115054500, 4115055500, 4115056100, 4115056700]","[경기도 의정부시 신곡1동, 경기도 의정부시 의정부2동, 경기도 의정부시 의정부3동, 경기도 의정부시 장암동, 경기도 의정부시 호원1동, 경기도 의정부시 호원2동]","[4115053000:경기도 의정부시 의정부3동, 4115054500:경기도 의정부시 호원1동, 4115055500:경기도 의정부시 호원2동, 4115056100:경기도 의정부시 장암동, 4115056700:경기도 의정부시 신곡1동]","[4115052000:경기도 의정부시 의정부2동, 4115053000:경기도 의정부시 의정부3동, 4115054500:경기도 의정부시 호원1동, 4115055500:경기도 의정부시 호원2동, 4115056100:경기도 의정부시 장암동, 4115056700:경기도 의정부시 신곡1동]",ST000385
발산역,지하철,5호선,"[1150060300, 1150061100, 1150062000, 1150063000]","[서울특별시 강서구 가양1동, 서울특별시 강서구 공항동, 서울특별시 강서구 발산1동, 서울특별시 강서구 방화1동]","[1150060300, 1150061100, 1150062000, 1150063000]","[서울특별시 강서구 가양1동, 서울특별시 강서구 공항동, 서울특별시 강서구 발산1동, 서울특별시 강서구 방화1동]","[1150060300:서울특별시 강서구 가양1동, 1150061100:서울특별시 강서구 발산1동, 1150062000:서울특별시 강서구 공항동, 1150063000:서울특별시 강서구 방화1동]","[1150060300:서울특별시 강서구 가양1동, 1150061100:서울특별시 강서구 발산1동, 1150062000:서울특별시 강서구 공항동, 1150063000:서울특별시 강서구 방화1동]",ST000203
방배역,지하철,2호선,"[1165053000, 1165060000, 1165061000, 1165062000]","[서울특별시 서초구 방배1동, 서울특별시 서초구 방배2동, 서울특별시 서초구 방배3동, 서울특별시 서초구 서초3동]","[1165053000, 1165060000, 1165061000, 1165062000, 1165062100]","[서울특별시 서초구 방배1동, 서울특별시 서초구 방배2동, 서울특별시 서초구 방배3동, 서울특별시 서초구 방배4동, 서울특별시 서초구 서초3동]","[1165053000:서울특별시 서초구 서초3동, 1165060000:서울특별시 서초구 방배1동, 1165061000:서울특별시 서초구 방배2동, 1165062000:서울특별시 서초구 방배3동]","[1165053000:서울특별시 서초구 서초3동, 1165060000:서울특별시 서초구 방배1동, 1165061000:서울특별시 서초구 방배2동, 1165062000:서울특별시 서초구 방배3동, 1165062100:서울특별시 서초구 방배4동]",ST000126
방이역,지하철,5호선,"[1171056100, 1171056600, 1171057000, 1171059000, 1171062000]","[서울특별시 송파구 가락본동, 서울특별시 송파구 방이1동, 서울특별시 송파구 송파2동, 서울특별시 송파구 오금동, 서울특별시 송파구 오륜동]","[1171056100, 1171056200, 1171056600, 1171057000, 1171058000, 1171059000, 1171062000, 1171063200]","[서울특별시 송파구 가락2동, 서울특별시 송파구 가락본동, 서울특별시 송파구 방이1동, 서울특별시 송파구 방이2동, 서울특별시 송파구 송파1동, 서울특별시 송파구 송파2동, 서울특별시 송파구 오금동, 서울특별시 송파구 오륜동]","[1171056100:서울특별시 송파구 방이1동, 1171056600:서울특별시 송파구 오륜동, 1171057000:서울특별시 송파구 오금동, 1171059000:서울특별시 송파구 송파2동, 1171062000:서울특별시 송파구 가락본동]","[1171056100:서울특별시 송파구 방이1동, 1171056200:서울특별시 송파구 방이2동, 1171056600:서울특별시 송파구 오륜동, 1171057000:서울특별시 송파구 오금동, 1171058000:서울특별시 송파구 송파1동, 1171059000:서울특별시 송파구 송파2동, 1171062000:서울특별시 송파구 가락본동, 1171063200:서울특별시 송파구 가락2동]",ST000236
방학역,지하철,1호선,"[1132052100, 1132052200, 1132069000, 1132070000, 1135070000]","[서울특별시 노원구 상계8동, 서울특별시 도봉구 도봉1동, 서울특별시 도봉구 도봉2동, 서울특별시 도봉구 방학1동, 서울특별시 도봉구 방학2동]","[1132051400, 1132051500, 1132052100, 1132052200, 1132067000, 1132069000, 1132070000, 1135063000, 1135070000, 1135072000]","[서울특별시 노원구 상계10동, 서울특별시 노원구 상계1동, 서울특별시 노원구 상계8동, 서울특별시 도봉구 도봉1동, 서울특별시 도봉구 도봉2동, 서울특별시 도봉구 방학1동, 서울특별시 도봉구 방학2동, 서울특별시 도봉구 쌍문2동, 서울특별시 도봉구 창4동, 서울특별시 도봉구 창5동]","[1132052100:서울특별시 도봉구 도봉1동, 1132052200:서울특별시 도봉구 도봉2동, 1132069000:서울특별시 도봉구 방학1동, 1132070000:서울특별시 도봉구 방학2동, 1135070000:서울특별시 노원구 상계8동]","[1132051400:서울특별시 도봉구 창4동, 1132051500:서울특별시 도봉구 창5동, 1132052100:서울특별시 도봉구 도봉1동, 1132052200:서울특별시 도봉구 도봉2동, 1132067000:서울특별시 도봉구 쌍문2동, 1132069000:서울특별시 도봉구 방학1동, 1132070000:서울특별시 도봉구 방학2동, 1135063000:서울특별시 노원구 상계1동, 1135070000:서울특별시 노원구 상계8동, 1135072000:서울특별시 노원구 상계10동]",ST000471
방화역,지하철,5호선,"[1150063000, 1150064100]","[서울특별시 강서구 방화1동, 서울특별시 강서구 방화3동]","[1150060300, 1150063000, 1150064000, 1150064100]","[서울특별시 강서구 가양1동, 서울특별시 강서구 방화1동, 서울특별시 강서구 방화2동, 서울특별시 강서구 방화3동]","[1150063000:서울특별시 강서구 방화1동, 1150064100:서울특별시 강서구 방화3동]","[1150060300:서울특별시 강서구 가양1동, 1150063000:서울특별시 강서구 방화1동, 1150064000:서울특별시 강서구 방화2동, 1150064100:서울특별시 강서구 방화3동]",ST000199
백마역,지하철,경의중앙선,"[4128554000, 4128555100, 4128556000]","[경기도 고양시일산동구 마두1동, 경기도 고양시일산동구 백석1동, 경기도 고양시일산동구 풍산동]","[4128554000, 4128555100, 4128556000, 4128557000]","[경기도 고양시일산동구 마두1동, 경기도 고양시일산동구 마두2동, 경기도 고양시일산동구 백석1동, 경기도 고양시일산동구 풍산동]","[4128554000:경기도 고양시일산동구 풍산동, 4128555100:경기도 고양시일산동구 백석1동, 4128556000:경기도 고양시일산동구 마두1동]","[4128554000:경기도 고양시일산동구 풍산동, 4128555100:경기도 고양시일산동구 백석1동, 4128556000:경기도 고양시일산동구 마두1동, 4128557000:경기도 고양시일산동구 마두2동]",ST000618
백마역,지하철,서해선,"[4128554000, 4128555100, 4128556000]","[경기도 고양시일산동구 마두1동, 경기도 고양시일산동구 백석1동, 경기도 고양시일산동구 풍산동]","[4128554000, 4128555100, 4128556000, 4128557000]","[경기도 고양시일산동구 마두1동, 경기도 고양시일산동구 마두2동, 경기도 고양시일산동구 백석1동, 경기도 고양시일산동구 풍산동]","[4128554000:경기도 고양시일산동구 풍산동, 4128555100:경기도 고양시일산동구 백석1동, 4128556000:경기도 고양시일산동구 마두1동]","[4128554000:경기도 고양시일산동구 풍산동, 4128555100:경기도 고양시일산동구 백석1동, 4128556000:경기도 고양시일산동구 마두1동, 4128557000:경기도 고양시일산동구 마두2동]",ST000618
백석역,지하철,3호선,"[4128555100, 4128555200]","[경기도 고양시일산동구 백석1동, 경기도 고양시일산동구 백석2동]","[4128161000, 4128555100, 4128555200, 4128557000, 4128558000, 4128559000]","[경기도 고양시덕양구 능곡동, 경기도 고양시일산동구 마두2동, 경기도 고양시일산동구 백석1동, 경기도 고양시일산동구 백석2동, 경기도 고양시일산동구 장항1동, 경기도 고양시일산동구 장항2동]","[4128555100:경기도 고양시일산동구 백석1동, 4128555200:경기도 고양시일산동구 백석2동]","[4128161000:경기도 고양시덕양구 능곡동, 4128555100:경기도 고양시일산동구 백석1동, 4128555200:경기도 고양시일산동구 백석2동, 4128557000:경기도 고양시일산동구 마두2동, 4128558000:경기도 고양시일산동구 장항1동, 4128559000:경기도 고양시일산동구 장항2동]",ST000450
백석역,지하철,일산선,"[4128555100, 4128555200]","[경기도 고양시일산동구 백석1동, 경기도 고양시일산동구 백석2동]","[4128161000, 4128555100, 4128555200, 4128557000, 4128558000, 4128559000]","[경기도 고양시덕양구 능곡동, 경기도 고양시일산동구 마두2동, 경기도 고양시일산동구 백석1동, 경기도 고양시일산동구 백석2동, 경기도 고양시일산동구 장항1동, 경기도 고양시일산동구 장항2동]","[4128555100:경기도 고양시일산동구 백석1동, 4128555200:경기도 고양시일산동구 백석2동]","[4128161000:경기도 고양시덕양구 능곡동, 4128555100:경기도 고양시일산동구 백석1동, 4128555200:경기도 고양시일산동구 백석2동, 4128557000:경기도 고양시일산동구 마두2동, 4128558000:경기도 고양시일산동구 장항1동, 4128559000:경기도 고양시일산동구 장항2동]",ST000450
백운역,지하철,1호선,"[2823752000, 2823753000, 2823758100, 2823768000, 2823769000]","[인천광역시 부평구 부평2동, 인천광역시 부평구 부평3동, 인천광역시 부평구 산곡3동, 인천광역시 부평구 십정1동, 인천광역시 부평구 십정2동]","[2820055000, 2823752000, 2823753000, 2823758100, 2823768000, 2823769000, 2826061000]","[인천광역시 남동구 간석3동, 인천광역시 부평구 부평2동, 인천광역시 부평구 부평3동, 인천광역시 부평구 산곡3동, 인천광역시 부평구 십정1동, 인천광역시 부평구 십정2동, 인천광역시 서구 가좌4동]","[2823752000:인천광역시 부평구 부평2동, 2823753000:인천광역시 부평구 부평3동, 2823758100:인천광역시 부평구 산곡3동, 2823768000:인천광역시 부평구 십정1동, 2823769000:인천광역시 부평구 십정2동]","[2820055000:인천광역시 남동구 간석3동, 2823752000:인천광역시 부평구 부평2동, 2823753000:인천광역시 부평구 부평3동, 2823758100:인천광역시 부평구 산곡3동, 2823768000:인천광역시 부평구 십정1동, 2823769000:인천광역시 부평구 십정2동, 2826061000:인천광역시 서구 가좌4동]",ST000518
버티고개역,지하철,6호선,"[1114058000, 1114062500, 1114063500, 1117068500, 1120064500]","[서울특별시 성동구 옥수동, 서울특별시 용산구 한남동, 서울특별시 중구 다산동, 서울특별시 중구 약수동, 서울특별시 중구 장충동]","[1114057000, 1114058000, 1114062500, 1114063500, 1114064500, 1117066000, 1117068500, 1120061500, 1120062000, 1120064500]","[서울특별시 성동구 금호2·3가동, 서울특별시 성동구 금호4가동, 서울특별시 성동구 옥수동, 서울특별시 용산구 이태원2동, 서울특별시 용산구 한남동, 서울특별시 중구 다산동, 서울특별시 중구 약수동, 서울특별시 중구 장충동, 서울특별시 중구 청구동, 서울특별시 중구 필동]","[1114058000:서울특별시 중구 장충동, 1114062500:서울특별시 중구 다산동, 1114063500:서울특별시 중구 약수동, 1117068500:서울특별시 용산구 한남동, 1120064500:서울특별시 성동구 옥수동]","[1114057000:서울특별시 중구 필동, 1114058000:서울특별시 중구 장충동, 1114062500:서울특별시 중구 다산동, 1114063500:서울특별시 중구 약수동, 1114064500:서울특별시 중구 청구동, 1117066000:서울특별시 용산구 이태원2동, 1117068500:서울특별시 용산구 한남동, 1120061500:서울특별시 성동구 금호2·3가동, 1120062000:서울특별시 성동구 금호4가동, 1120064500:서울특별시 성동구 옥수동]",ST000262
