철도역명,구분,노선_열차종류,행정동코드_500m,행정동코드_1000m,대표ID
도곡역,지하철,수인분당선,"[11230600, 11230670, 11230680, 11230800]","[11230600, 11230630, 11230650, 11230660, 11230670, 11230680, 11230710, 11230790, 11230800]",ST000172
도농역,지하철,경의중앙선,"[31130580, 31130590]","[31130580, 31130590]",ST000642
도라산역,지하철,경의중앙선,[31200390],[31200390],ST000745
도림천역,지하철,2호선,"[11150650, 11150690, 11170510, 11190760]","[11150510, 11150650, 11150690, 11170510, 11170560, 11190610, 11190760]",ST000147
도봉산역,지하철,1호선,"[11100640, 11100650, 31030550, 31030560]","[11100640, 11100650, 11110650, 31030550, 31030560]",ST000275
도봉산역,지하철,7호선,"[11100640, 11100650, 31030550, 31030560]","[11100640, 11100650, 11110650, 31030550, 31030560]",ST000275
도봉역,지하철,1호선,"[11100640, 11100650, 11110650]","[11100560, 11100640, 11100650, 11110650, 11110720, 31030560]",ST000470
도심역,지하철,경의중앙선,[31130110],"[31130110, 31180620]",ST000639
도원역,지하철,1호선,"[23010560, 23010570, 23020600, 23020640, 23090750]","[23010540, 23010560, 23010570, 23010580, 23020550, 23020580, 23020590, 23020600, 23020630, 23020640, 23090520, 23090540, 23090560, 23090750, 23090770]",ST000511
도화역,지하철,1호선,"[23090620, 23090650, 23090690, 23090770]","[23090540, 23090620, 23090650, 23090660, 23090690, 23090760, 23090770]",ST000509
독립문역,지하철,3호선,"[11010530, 11010570, 11010580, 11130520]","[11010530, 11010570, 11010580, 11010720, 11130520, 11130620, 11130650, 11130730, 11130750]",ST000158
독바위역,지하철,6호선,"[11120520, 11120720]","[11120510, 11120520, 11120580, 11120710, 11120720]",ST000247
독산역,지하철,1호선,"[11180510, 11180520, 31060640, 31060650]","[11180510, 11180520, 11180530, 11180540, 11180550, 11180570, 31060630, 31060640, 31060650]",ST000553
독정역,지하철,인천2호선,"[23080510, 23080850]","[23070630, 23080510, 23080840, 23080850, 23080860]",ST000073
돌곶이역,지하철,6호선,"[11080720, 11080770, 11080780, 11080850]","[11060890, 11060900, 11080720, 11080760, 11080770, 11080780, 11080850, 11110510, 11110530]",ST000268
동구릉역,지하철,8호선,"[31120520, 31120530]","[31120520, 31120530, 31130580]",ST000440
동구릉역,지하철,별내선,"[31120520, 31120530]","[31120520, 31120530, 31130580]",ST000440
동대문역,지하철,1호선,"[11010630, 11010670, 11010680, 11020590, 11020600, 11020690]","[11010610, 11010630, 11010640, 11010670, 11010680, 11010690, 11010700, 11010710, 11020580, 11020590, 11020600, 11020650, 11020670, 11020690, 11020700, 11020730]",ST000099
동대문역,지하철,4호선,"[11010630, 11010670, 11010680, 11020590, 11020600, 11020690]","[11010610, 11010630, 11010640, 11010670, 11010680, 11010690, 11010700, 11010710, 11020580, 11020590, 11020600, 11020650, 11020670, 11020690, 11020700, 11020730]",ST000099
동대문역사문화공원역,지하철,2호선,"[11010630, 11010670, 11020580, 11020590, 11020600, 11020690, 11020700]","[11010610, 11010630, 11010670, 11010680, 11010710, 11020570, 11020580, 11020590, 11020600, 11020650, 11020670, 11020690, 11020700, 11020720, 11020730]",ST000106
동대문역사문화공원역,지하철,4호선,"[11010630, 11010670, 11020580, 11020590, 11020600, 11020690, 11020700]","[11010610, 11010630, 11010670, 11010680, 11010710, 11020570, 11020580, 11020590, 11020600, 11020650, 11020670, 11020690, 11020700, 11020720, 11020730]",ST000106
동대문역사문화공원역,지하철,5호선,"[11010630, 11010670, 11020580, 11020590, 11020600, 11020690, 11020700]","[11010610, 11010630, 11010670, 11010680, 11010710, 11020570, 11020580, 11020590, 11020600, 11020650, 11020670, 11020690, 11020700, 11020720, 11020730]",ST000106
동대입구역,지하철,3호선,"[11020570, 11020580, 11020590, 11020700]","[11020570, 11020580, 11020590, 11020600, 11020690, 11020700, 11020710, 11020720, 11020730, 11030740]",ST000162
동두천역,지하철,1호선,"[31080550, 31080580]","[31080550, 31080580, 31080600]",ST000459
동두천중앙역,지하철,1호선,"[31080510, 31080520, 31080530, 31080560]","[31080510, 31080520, 31080530, 31080560, 31080600, 31080610]",ST000461
동막역,지하철,인천1호선,"[23040580, 23050740]","[23040570, 23040580, 23040590, 23040640, 23040650, 23050740]",ST000061
동묘앞역,지하철,1호선,"[11010670, 11010680, 11010690, 11010700, 11010710, 11020670, 11020690, 11080610]","[11010630, 11010640, 11010670, 11010680, 11010690, 11010700, 11010710, 11020590, 11020600, 11020650, 11020670, 11020690, 11040710, 11060810, 11080600, 11080610, 11080820]",ST000100
동묘앞역,지하철,6호선,"[11010670, 11010680, 11010690, 11010700, 11010710, 11020670, 11020690, 11080610]","[11010630, 11010640, 11010670, 11010680, 11010690, 11010700, 11010710, 11020590, 11020600, 11020650, 11020670, 11020690, 11040710, 11060810, 11080600, 11080610, 11080820]",ST000100
동백역,지하철,에버라인,"[31192600, 31192680, 31192690]","[31192600, 31192670, 31192680, 31192690]",ST000396
동수역,지하철,인천1호선,"[23060510, 23060520, 23060530, 23060560]","[23050570, 23060510, 23060520, 23060530, 23060550, 23060560, 23060590, 23060660]",ST000052
동암역,지하철,1호선,"[23050570, 23050580, 23060700, 23060710]","[23050550, 23050561, 23050570, 23050580, 23060530, 23060700, 23060710]",ST000517
동오역,지하철,의정부,"[31030580, 31030600, 31030690]","[31030570, 31030580, 31030600, 31030690]",ST000378
동인천역,지하철,1호선,"[23010530, 23010570, 23010580, 23020520, 23020530, 23020550, 23020580, 23020640]","[23010530, 23010540, 23010560, 23010570, 23010580, 23010670, 23020510, 23020520, 23020530, 23020550, 23020570, 23020580, 23020590, 23020640]",ST000515
동작역,지하철,4호선,"[11030630, 11030690, 11200730, 11220560]","[11030630, 11030690, 11200710, 11200730, 11220560, 11220580, 11220610]",ST000033
동작역,지하철,9호선,"[11030630, 11030690, 11200730, 11220560]","[11030630, 11030690, 11200710, 11200730, 11220560, 11220580, 11220610]",ST000033
동천역,지하철,신분당선,"[31023670, 31023720, 31193550, 31193560]","[31023670, 31023710, 31023720, 31193510, 31193550, 31193560, 31193600]",ST000410
동춘역,지하철,인천1호선,"[23040540, 23040580, 23040590, 23050740]","[23040540, 23040580, 23040590, 23050730, 23050740]",ST000060
동탄역,광역급행철도,GTXA,"[31240640, 31240700]","[31240640, 31240650, 31240700]",GTX_동탄_GTXA
둔전역,지하철,에버라인,"[31191110, 31191530]","[31191110, 31191530]",ST000387
둔촌동역,지하철,5호선,"[11250650, 11250660, 11250670, 11250700, 11250710]","[11240590, 11250630, 11250650, 11250660, 11250670, 11250700, 11250710, 11250740]",ST000234
둔촌오륜역,지하철,9호선,"[11240590, 11250670, 11250700, 31180670]","[11240590, 11250670, 11250700, 11250710, 31180660, 31180670]",ST000415
등촌역,지하철,9호선,"[11150530, 11160510, 11160520, 11160530]","[11150520, 11150530, 11160510, 11160520, 11160530, 11160610, 11160660]",ST000022
디지털미디어시티역,지하철,6호선,"[11120670, 11120680, 11130710, 11140730, 11140740]","[11120670, 11120680, 11130710, 11130720, 11140730, 11140740]",ST000251
디지털미디어시티역,지하철,경의중앙선,"[11120670, 11120680, 11130710, 11140730, 11140740]","[11120670, 11120680, 11130710, 11130720, 11140730, 11140740]",ST000251
디지털미디어시티역,지하철,공항철도,"[11120670, 11120680, 11130710, 11140730, 11140740]","[11120670, 11120680, 11130710, 11130720, 11140730, 11140740]",ST000251
뚝섬역,지하철,2호선,"[11040650, 11040660, 11040680]","[11040550, 11040580, 11040650, 11040660, 11040670, 11040680, 11040690, 11040700]",ST000111
뚝섬유원지역,지하철,7호선,"[11050660, 11050670]","[11040670, 11050530, 11050640, 11050650, 11050660, 11050670, 11230580, 11230780, 11240790]",ST000290
마곡나루역,지하철,9호선,"[11160690, 11160700, 11160751]","[11160670, 11160690, 11160700, 11160751, 11160761]",ST000018
마곡나루역,지하철,공항철도,"[11160690, 11160700, 11160751]","[11160670, 11160690, 11160700, 11160751, 11160761]",ST000018
마곡역,지하철,5호선,"[11160670, 11160690, 11160700, 11160751]","[11160670, 11160690, 11160700, 11160751]",ST000202
마두역,지하철,일산선,"[31103560, 31103570, 31103590]","[31103550, 31103560, 31103570, 31103580, 31103590, 31103610]",ST000449
마들역,지하철,7호선,"[11110720, 11110730, 11110740]","[11100550, 11100620, 11100650, 11110650, 11110660, 11110690, 11110720, 11110730, 11110740]",ST000277
마산역,지하철,김포골드라인,"[31230130, 31230640]","[23080810, 31230130, 31230620, 31230630, 31230640]",ST000356
마석역,지하철,경춘선,[31130111],[31130111],ST000599
마장역,지하철,5호선,"[11040540, 11040550, 11040560, 11040700]","[11040520, 11040540, 11040550, 11040560, 11040700, 11040710, 11060810, 11060830, 11060910]",ST000221
마전역,지하철,인천2호선,"[23080800, 23080840, 23080850, 23080860]","[23080800, 23080810, 23080840, 23080850, 23080860]",ST000071
마천역,지하철,5호선,"[11240540, 11240550, 11240560, 11240820]","[11240530, 11240540, 11240550, 11240560, 11240820, 31180650, 31180670]",ST000239
마포구청역,지하철,6호선,"[11140700, 11140720, 11140730]","[11130710, 11140660, 11140690, 11140700, 11140720, 11140730, 11140740]",ST000253
마포역,지하철,5호선,"[11030570, 11140590, 11140610, 11140750]","[11030570, 11030580, 11030590, 11140590, 11140600, 11140610, 11140630, 11140750, 11140770, 11140780, 11190540]",ST000213
만수역,지하철,인천2호선,"[23050590, 23050600, 23050620, 23050630]","[23050521, 23050540, 23050590, 23050600, 23050610, 23050620, 23050630, 23050640, 23050670, 23050750]",ST000090
망우역,지하철,경의중앙선,"[11070590, 11070600, 11070690, 11070700, 11070730]","[11070520, 11070590, 11070600, 11070610, 11070680, 11070690, 11070700, 11070710, 11070730]",ST000644
망우역,지하철,경춘선,"[11070590, 11070600, 11070690, 11070700, 11070730]","[11070520, 11070590, 11070600, 11070610, 11070680, 11070690, 11070700, 11070710, 11070730]",ST000644
망원역,지하철,6호선,"[11140660, 11140680, 11140690, 11140700, 11140720]","[11140660, 11140680, 11140690, 11140700, 11140710, 11140720, 11140730]",ST000254
망월사역,지하철,1호선,"[31030550, 31030560]","[31030550, 31030560, 31030650]",ST000469
망포역,지하철,수인분당선,"[31014530, 31014650, 31014670, 31014680]","[31014530, 31014650, 31014660, 31014670, 31014680, 31192550, 31240550]",ST000492
매교역,지하철,수인분당선,"[31012520, 31012540, 31012600, 31013560, 31013670]","[31012520, 31012530, 31012540, 31012600, 31013560, 31013670, 31013680, 31013690, 31013720]",ST000489
매봉역,지하철,3호선,"[11220660, 11230660, 11230670, 11230710]","[11220660, 11220670, 11230600, 11230640, 11230650, 11230660, 11230670, 11230680, 11230710, 11230800]",ST000171
매탄권선역,지하철,수인분당선,"[31012600, 31012610, 31012640, 31014530, 31014650]","[31012600, 31012610, 31012640, 31013560, 31014530, 31014650, 31014680]",ST000491
먹골역,지하철,7호선,"[11070640, 11070650]","[11060900, 11070590, 11070610, 11070620, 11070640, 11070650, 11070700, 11080850, 11110530, 11110790]",ST000282
면목역,지하철,7호선,"[11070520, 11070550, 11070600, 11070710, 11070720]","[11070520, 11070550, 11070570, 11070590, 11070600, 11070610, 11070620, 11070680, 11070710, 11070720, 11070730]",ST000285
명동역,지하철,4호선,"[11020550, 11020570, 11020590, 11020600]","[11010610, 11020520, 11020540, 11020550, 11020570, 11020590, 11020600, 11030510]",ST000191
명일역,지하철,5호선,"[11250530, 11250540, 11250550, 11250590, 11250610, 11250720]","[11250530, 11250540, 11250550, 11250590, 11250610, 11250720, 11250730, 11250740]",ST000231
명지대역,지하철,에버라인,"[31191510, 31191550]","[31191510, 31191550, 31191560]",ST000392
명학역,지하철,1호선,"[31041560, 31041570, 31041580, 31042630]","[31041560, 31041570, 31041580, 31042520, 31042630, 31160540, 31160550]",ST000559
모란역,지하철,8호선,"[31021580, 31021590, 31022510, 31022600]","[31021510, 31021540, 31021560, 31021580, 31021590, 31021650, 31022510, 31022600, 31022610]",ST000325
모란역,지하철,수인분당선,"[31021580, 31021590, 31022510, 31022600]","[31021510, 31021540, 31021560, 31021580, 31021590, 31021650, 31022510, 31022600, 31022610]",ST000325
모래내시장역,지하철,인천2호선,"[23050510, 23050521, 23050540, 23050630]","[23050510, 23050521, 23050530, 23050540, 23050550, 23050561, 23050570, 23050590, 23050600, 23050610, 23050620, 23050630]",ST000089
목동역,지하철,5호선,"[11150510, 11150540, 11150640, 11150690, 11150720, 11160590]","[11150510, 11150540, 11150640, 11150650, 11150690, 11150710, 11150720, 11160570, 11160590]",ST000207
몽촌토성역,지하철,8호선,"[11240580, 11240590, 11240750]","[11240520, 11240570, 11240580, 11240590, 11240610, 11240750, 11240770]",ST000312
무악재역,지하철,3호선,"[11130620, 11130650]","[11010550, 11010570, 11010720, 11130520, 11130620, 11130640, 11130650, 11130750, 11130760]",ST000157
문래역,지하철,2호선,"[11190550, 11190610, 11190760]","[11170510, 11190550, 11190610, 11190730, 11190740, 11190750, 11190760]",ST000136
문산역,지하철,경의중앙선,"[31200110, 31200120]","[31200110, 31200120]",ST000608
문정역,지하철,8호선,"[11240650, 11240680, 11240690, 11240810]","[11230750, 11230760, 11240650, 11240660, 11240670, 11240680, 11240690, 11240810]",ST000316
문학경기장역,지하철,인천1호선,"[23040520, 23090730, 23090740]","[23040520, 23050510, 23050530, 23050670, 23090730, 23090740]",ST000057
미금역,지하철,수인분당선,"[31023710, 31023720]","[31023560, 31023670, 31023710, 31023720, 31023770, 31023780]",ST000341
미금역,지하철,신분당선,"[31023710, 31023720]","[31023560, 31023670, 31023710, 31023720, 31023770, 31023780]",ST000341
미사역,지하철,5호선,"[31180611, 31180620]","[31180560, 31180611, 31180620, 31180630]",ST000241
미아사거리역,지하철,4호선,"[11080680, 11080710, 11090710, 11090720]","[11080580, 11080660, 11080680, 11080710, 11080760, 11090610, 11090620, 11090710, 11090720, 11090730]",ST000187
미아역,지하철,4호선,"[11090690, 11090700, 11090710, 11090720]","[11090600, 11090610, 11090620, 11090630, 11090690, 11090700, 11090710, 11090720, 11090730, 11090750]",ST000186
박촌역,지하철,인천1호선,"[23070610, 23070630, 23070640]","[23070610, 23070630, 23070640]",ST000045
반월역,지하철,4호선,[31091710],"[31091710, 31160630, 31160640]",ST000533
반월역,지하철,안산과천선,[31091710],"[31091710, 31160630, 31160640]",ST000533
반월역,지하철,안산선,[31091710],"[31091710, 31160630, 31160640]",ST000533
반포역,지하철,7호선,"[11220550, 11220570, 11220590, 11220600]","[11220540, 11220550, 11220570, 11220580, 11220590, 11220600, 11230520]",ST000295
발곡역,지하철,의정부,"[31030550, 31030560, 31030570, 31030650, 31030690]","[31030520, 31030550, 31030560, 31030570, 31030650, 31030690]",ST000385
발산역,지하철,5호선,"[11160670, 11160690, 11160700, 11160751]","[11160670, 11160690, 11160700, 11160751]",ST000203
방배역,지하철,2호선,"[11220530, 11220620, 11220630, 11220640]","[11220530, 11220620, 11220630, 11220640, 11220650]",ST000126
방이역,지하철,5호선,"[11240570, 11240590, 11240600, 11240620, 11240650]","[11240570, 11240580, 11240590, 11240600, 11240610, 11240620, 11240650, 11240670]",ST000236
방학역,지하철,1호선,"[11100550, 11100560, 11100640, 11100650, 11110650, 11110720]","[11100520, 11100550, 11100560, 11100620, 11100630, 11100640, 11100650, 11110650, 11110720, 11110740]",ST000471
방화역,지하철,5호선,"[11160700, 11160761]","[11160700, 11160710, 11160751, 11160761]",ST000199
백마역,지하철,경의중앙선,"[31103540, 31103550, 31103560]","[31103540, 31103550, 31103560, 31103570]",ST000618
백마역,지하철,서해선,"[31103540, 31103550, 31103560]","[31103540, 31103550, 31103560, 31103570]",ST000618
백석역,지하철,3호선,"[31103550, 31103610]","[31101610, 31103550, 31103570, 31103580, 31103590, 31103610]",ST000450
백석역,지하철,일산선,"[31103550, 31103610]","[31101610, 31103550, 31103570, 31103580, 31103590, 31103610]",ST000450
백운역,지하철,1호선,"[23050570, 23060520, 23060530, 23060590, 23060700, 23060710]","[23050570, 23060520, 23060530, 23060590, 23060700, 23060710, 23080650]",ST000518
버티고개역,지하철,6호선,"[11020580, 11020700, 11020710, 11030740, 11040730]","[11020570, 11020580, 11020700, 11020710, 11020720, 11030660, 11030740, 11040620, 11040720, 11040730]",ST000262
범계역,지하철,4호선,"[31042540, 31042550, 31042580, 31042600, 31042630, 31042650]","[31041570, 31042520, 31042540, 31042550, 31042580, 31042600, 31042610, 31042630, 31042650, 31042660]",ST000574
범계역,지하철,과천선,"[31042540, 31042550, 31042580, 31042600, 31042630, 31042650]","[31041570, 31042520, 31042540, 31042550, 31042580, 31042600, 31042610, 31042630, 31042650, 31042660]",ST000574
범계역,지하철,안산과천선,"[31042540, 31042550, 31042580, 31042600, 31042630, 31042650]","[31041570, 31042520, 31042540, 31042550, 31042580, 31042600, 31042610, 31042630, 31042650, 31042660]",ST000574
범골역,지하철,의정부,"[31030520, 31030650, 31030690]","[31030520, 31030550, 31030560, 31030570, 31030650, 31030690]",ST000383
별내별가람역,지하철,진접선,[31130570],[31130570],ST000663
별내역,지하철,8호선,"[31120510, 31120520, 31130160, 31130570]","[31120510, 31120520, 31130160, 31130570]",ST000442
별내역,지하철,경춘선,"[31120510, 31120520, 31130160, 31130570]","[31120510, 31120520, 31130160, 31130570]",ST000442
별내역,지하철,별내선,"[31120510, 31120520, 31130160, 31130570]","[31120510, 31120520, 31130160, 31130570]",ST000442
병점역,지하철,1호선,"[31240520, 31240530]","[31140550, 31240520, 31240530, 31240540, 31240570]",ST000551
보라매공원역,지하철,신림선,"[11190680, 11200680, 11200690, 11200700]","[11190660, 11190670, 11190680, 11190690, 11190700, 11200550, 11200680, 11200690, 11200700, 11210520, 11210680, 11210690, 11210720]",ST000406
보라매병원역,지하철,신림선,"[11200700, 11210520, 11210690]","[11190680, 11190690, 11200550, 11200680, 11200690, 11200700, 11210520, 11210680, 11210690]",ST000405
보라매역,지하철,7호선,"[11190680, 11190690, 11200680, 11200700]","[11190630, 11190650, 11190660, 11190670, 11190680, 11190690, 11200550, 11200680, 11200690, 11200700, 11210520]",ST000302
보라매역,지하철,신림선,"[11190680, 11190690, 11200680, 11200700]","[11190630, 11190650, 11190660, 11190670, 11190680, 11190690, 11200550, 11200680, 11200690, 11200700, 11210520]",ST000302
보문역,지하철,6호선,"[11010700, 11080600, 11080610, 11080820, 11080830]","[11010680, 11010690, 11010700, 11010710, 11060810, 11060820, 11080600, 11080610, 11080810, 11080820, 11080830]",ST000012
보문역,지하철,우이신설선,"[11010700, 11080600, 11080610, 11080820, 11080830]","[11010680, 11010690, 11010700, 11010710, 11060810, 11060820, 11080600, 11080610, 11080810, 11080820, 11080830]",ST000012
보산역,지하철,1호선,"[31080510, 31080530, 31080550, 31080600]","[31080510, 31080530, 31080550, 31080580, 31080600]",ST000460
보정역,지하철,수인분당선,[31192590],"[31192590, 31193520, 31193610]",ST000498
보평역,지하철,에버라인,[31191530],"[31191110, 31191530]",ST000388
복정역,지하철,8호선,"[11230760, 11240690, 11240810, 11240820, 31021670, 31021680]","[11230760, 11240690, 11240810, 11240820, 31021670, 31021680]",ST000318
복정역,지하철,수인분당선,"[11230760, 11240690, 11240810, 11240820, 31021670, 31021680]","[11230760, 11240690, 11240810, 11240820, 31021670, 31021680]",ST000318
봉은사역,지하철,9호선,[11230580],"[11230580, 11230590, 11230630, 11230780, 11230790, 11240780, 11240790]",ST000042
봉천역,지하철,2호선,"[11210520, 11210610, 11210640, 11210780, 11210800]","[11210520, 11210570, 11210580, 11210610, 11210640, 11210650, 11210660, 11210690, 11210780, 11210790, 11210800]",ST000130
봉화산역,지하철,6호선,"[11070640, 11070690, 11070700, 11110560]","[11070590, 11070640, 11070690, 11070700, 11070730, 11110560, 11110790]",ST000272
부개역,지하철,1호선,"[23060660, 23060670, 23060690, 31051691, 31052531]","[23060510, 23060550, 23060560, 23060660, 23060670, 23060680, 23060690, 31051681, 31051691, 31052531]",ST000513
부발역,준고속철도,KTX-이음,[31210120],[31210120],ST000567
부발역,지하철,경강선,[31210120],[31210120],ST000567
부천시청역,지하철,7호선,"[31051641, 31051661, 31051671, 31051691, 31051701]","[31051611, 31051621, 31051631, 31051641, 31051651, 31051661, 31051671, 31051691, 31051701]",ST000425
부천역,지하철,1호선,"[31051511, 31051521, 31052511, 31052521]","[31051511, 31051521, 31051531, 31051541, 31051551, 31051611, 31052511, 31052521, 31052541, 31052551]",ST000520
부천종합운동장역,지하철,7호선,"[31051591, 31053511]","[31051561, 31051591, 31051601, 31053511]",ST000428
부천종합운동장역,지하철,서해선,"[31051591, 31053511]","[31051561, 31051591, 31051601, 31053511]",ST000428
부평구청역,지하철,7호선,"[23060510, 23060540, 23060620, 23060630, 23060640]","[23060510, 23060540, 23060550, 23060600, 23060620, 23060630, 23060640, 23060680, 23060720]",ST000421
부평구청역,지하철,인천1호선,"[23060510, 23060540, 23060620, 23060630, 23060640]","[23060510, 23060540, 23060550, 23060600, 23060620, 23060630, 23060640, 23060680, 23060720]",ST000421
부평삼거리역,지하철,인천1호선,"[23050570, 23060520, 23060530, 23060710]","[23050570, 23060520, 23060530, 23060560, 23060700, 23060710]",ST000053
부평시장역,지하철,인천1호선,"[23060510, 23060540]","[23060510, 23060530, 23060540, 23060550, 23060590, 23060600, 23060620, 23060640]",ST000051
부평역,지하철,1호선,"[23060510, 23060520, 23060540, 23060550, 23060560]","[23060510, 23060520, 23060530, 23060540, 23060550, 23060560, 23060590, 23060600, 23060660, 23060670]",ST000433
부평역,지하철,인천1호선,"[23060510, 23060520, 23060540, 23060550, 23060560]","[23060510, 23060520, 23060530, 23060540, 23060550, 23060560, 23060590, 23060600, 23060660, 23060670]",ST000433
북한산보국문역,지하철,우이신설선,"[11080620, 11080630, 11080640, 11080650]","[11080620, 11080630, 11080640, 11080650, 11080660, 11090690, 11090730]",ST000009
북한산우이역,지하철,우이신설선,"[11090740, 11100510, 11100570]","[11090740, 11100510, 11100570, 11100640]",ST000001
불광역,지하철,3호선,"[11120510, 11120520, 11120580]","[11120510, 11120520, 11120580, 11120590, 11120720, 11120740]",ST000154
불광역,지하철,6호선,"[11120510, 11120520, 11120580]","[11120510, 11120520, 11120580, 11120590, 11120720, 11120740]",ST000154
불암산역,지하철,4호선,"[11110690, 11110760]","[11110640, 11110650, 11110690, 11110730, 11110760]",ST000662
사가정역,지하철,7호선,"[11070540, 11070550, 11070570, 11070710, 11070720]","[11070520, 11070540, 11070550, 11070570, 11070710, 11070720]",ST000286
사당역,지하철,2호선,"[11200630, 11210630, 11220630, 11220640]","[11200630, 11200650, 11200660, 11200730, 11210570, 11210620, 11210630, 11220630, 11220640, 11220650]",ST000127
사당역,지하철,4호선,"[11200630, 11210630, 11220630, 11220640]","[11200630, 11200650, 11200660, 11200730, 11210570, 11210620, 11210630, 11220630, 11220640, 11220650]",ST000127
사릉역,지하철,경춘선,[31130140],[31130140],ST000603
사리역,지하철,수인분당선,"[31091540, 31091550, 31091760, 31091770]","[31091540, 31091550, 31091560, 31091760, 31091770]",ST000484
사우역,지하철,김포골드라인,"[31230530, 31230610]","[31230530, 31230540, 31230610]",ST000352
사평역,지하철,9호선,"[11220540, 11220570, 11220600]","[11220530, 11220540, 11220550, 11220570, 11220590, 11220600, 11230520, 11230640]",ST000037
산곡역,지하철,7호선,"[23060570, 23060580, 23060610, 23060620]","[23060570, 23060580, 23060600, 23060610, 23060620]",ST000420
산본역,지하철,4호선,"[31160580, 31160590, 31160610]","[31160510, 31160520, 31160570, 31160580, 31160590, 31160600, 31160610, 31160630]",ST000741
산본역,지하철,안산과천선,"[31160550, 31160570, 31160580, 31160600, 31160610]","[31160510, 31160520, 31160550, 31160560, 31160570, 31160580, 31160590, 31160600, 31160610]",ST000535
산본역,지하철,안산선,"[31160550, 31160570, 31160580, 31160600, 31160610]","[31160510, 31160520, 31160550, 31160560, 31160570, 31160580, 31160590, 31160600, 31160610]",ST000535
산성역,지하철,8호선,"[31021520, 31021600, 31021610, 31021670, 31021680]","[31021520, 31021570, 31021600, 31021610, 31021620, 31021670, 31021680]",ST000320
삼가역,지하철,에버라인,[31191560],"[31191550, 31191560]",ST000394
삼각지역,지하철,4호선,"[11030530, 11030720, 11030730]","[11030520, 11030530, 11030580, 11030590, 11030710, 11030720, 11030730]",ST000194
삼각지역,지하철,6호선,"[11030530, 11030720, 11030730]","[11030520, 11030530, 11030580, 11030590, 11030710, 11030720, 11030730]",ST000194
삼동역,지하철,경강선,[31250580],[31250580],ST000573
삼산체육관역,지하철,7호선,"[23060680, 23060720, 31051691, 31051701]","[23060540, 23060550, 23060640, 23060680, 23060720, 31051691, 31051701]",ST000423
삼성역,광역급행철도,GTXA,"[11230580, 11230790]","[11230580, 11230590, 11230630, 11230790, 11240780, 11240790]",GTX_삼성_GTXA
삼성역,지하철,2호선,"[11230580, 11230790]","[11230580, 11230590, 11230630, 11230790, 11240780, 11240790]",ST000120
삼성중앙역,지하철,9호선,"[11230580, 11230590]","[11230530, 11230580, 11230590, 11230630, 11230640, 11230780, 11230790]",ST000041
삼송역,지하철,3호선,"[31101512, 31101580]","[11120710, 31101512, 31101513, 31101520, 31101560, 31101580]",ST000453
삼송역,지하철,일산선,"[31101512, 31101580]","[11120710, 31101512, 31101513, 31101520, 31101560, 31101580]",ST000453
삼양사거리역,지하철,우이신설선,"[11090690, 11090700, 11090720, 11090730]","[11080650, 11080660, 11090630, 11090690, 11090700, 11090710, 11090720, 11090730]",ST000007
삼양역,지하철,우이신설선,"[11090630, 11090690, 11090700, 11090720]","[11080650, 11090600, 11090630, 11090650, 11090690, 11090700, 11090710, 11090720, 11090730, 11090750]",ST000006
삼전역,지하철,9호선,"[11240640, 11240710, 11240800]","[11230511, 11230730, 11240630, 11240640, 11240710, 11240780, 11240790, 11240800]",ST000419
상갈역,지하철,수인분당선,"[31192650, 31192660]","[31192610, 31192640, 31192650, 31192660]",ST000495
상계역,지하철,4호선,"[11110640, 11110660, 11110690, 11110760]","[11110600, 11110610, 11110640, 11110660, 11110690, 11110730, 11110740, 11110760, 11110770]",ST000182
상도역,지하철,7호선,"[11200530, 11200540, 11200560, 11200720]","[11200520, 11200530, 11200540, 11200550, 11200560, 11200710, 11200720, 11210790]",ST000299
상동역,지하철,7호선,"[31051641, 31051671, 31051691, 31051701]","[23060680, 23060720, 31051621, 31051641, 31051661, 31051671, 31051681, 31051691, 31051701]",ST000424
상록수역,지하철,4호선,"[31091510, 31091560, 31091740]","[31091510, 31091540, 31091550, 31091560, 31091710, 31091740, 31091760]",ST000532
상록수역,지하철,안산과천선,"[31091510, 31091560, 31091740]","[31091510, 31091540, 31091550, 31091560, 31091710, 31091740, 31091760]",ST000532
상록수역,지하철,안산선,"[31091510, 31091560, 31091740]","[31091510, 31091540, 31091550, 31091560, 31091710, 31091740, 31091760]",ST000532
상봉역,준고속철도,KTX-이음,"[11070520, 11070590, 11070600, 11070610, 11070620, 11070710]","[11070520, 11070550, 11070590, 11070600, 11070610, 11070620, 11070680, 11070690, 11070710, 11070720, 11070730]",ST000284
상봉역,지하철,7호선,"[11070520, 11070590, 11070600, 11070610, 11070620, 11070710]","[11070520, 11070550, 11070590, 11070600, 11070610, 11070620, 11070680, 11070690, 11070710, 11070720, 11070730]",ST000284
상봉역,지하철,경의중앙선,"[11070520, 11070590, 11070600, 11070610, 11070620, 11070710]","[11070520, 11070550, 11070590, 11070600, 11070610, 11070620, 11070680, 11070690, 11070710, 11070720, 11070730]",ST000284
상봉역,지하철,경춘선,"[11070520, 11070590, 11070600, 11070610, 11070620, 11070710]","[11070520, 11070550, 11070590, 11070600, 11070610, 11070620, 11070680, 11070690, 11070710, 11070720, 11070730]",ST000284
상수역,지하철,6호선,"[11140660, 11140680, 11140760]","[11140630, 11140660, 11140680, 11140760, 11190540]",ST000255
